id_venda;data_venda;hora_venda;cliente_id;genero_cliente;faixa_etaria;produto_id;produto;genero_produto;categoria;tamanho;cor;quantidade;preco_unitario;desconto_pct;valor_desconto;valor_bruto;valor_liquido;custo_unitario;custo_total;margem_bruta;status_pedido;campanha;canal;loja_id;loja_nome;cidade;uf;vendedor_id;forma_pagamento
CL-000076;2018-11-26;18:05:59;CLI-00187;M;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Preto;2;139.90;0.00;0.00;279.80;279.80;57.80;115.60;164.20;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-000077;2018-11-26;18:39:31;CLI-02354;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;PP;Rosa;1;79.90;0.15;11.99;79.90;67.92;31.70;31.70;36.22;concluida;black_friday;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-000078;2018-11-26;14:37:57;CLI-00272;F;45-54;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Verde Oliva;1;79.90;0.05;4.00;79.90;75.91;31.70;31.70;44.20;concluida;black_friday;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-000079;2018-11-28;16:27:38;CLI-00561;F;35-44;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;G;Verde Oliva;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;devolvida;black_friday;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-000080;2018-11-29;17:43:14;CLI-00023;M;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Branco;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;black_friday;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-000081;2018-11-29;09:59:54;CLI-00740;M;35-44;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Verde Oliva;1;64.90;0.10;6.49;64.90;58.41;24.90;24.90;33.51;concluida;black_friday;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;credito
CL-000082;2018-11-30;18:10:19;CLI-01474;F;35-44;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;P;Azul Marinho;1;219.90;0.20;43.98;219.90;175.92;98.40;98.40;77.52;concluida;black_friday;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;debito
CL-000083;2018-11-30;10:59:11;CLI-02046;Nao informado;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Branco;1;29.90;0.05;1.50;29.90;28.40;9.80;9.80;18.60;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-000084;2018-11-30;13:02:29;CLI-00888;M;18-24;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Azul Marinho;2;139.90;0.00;0.00;279.80;0.00;57.80;115.60;0.00;cancelada;black_friday;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;credito
CL-000085;2018-12-01;13:53:48;CLI-01177;M;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Grafite;2;139.90;0.00;0.00;279.80;279.80;57.80;115.60;164.20;concluida;black_friday;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-000086;2018-12-01;18:23:33;CLI-00417;M;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;G;Azul Marinho;1;79.90;0.10;7.99;79.90;71.91;31.70;31.70;40.21;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;debito
CL-000087;2018-12-01;09:52:34;CLI-00659;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;PP;Azul Marinho;1;79.90;0.05;4.00;79.90;75.91;31.70;31.70;44.20;concluida;black_friday;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;debito
CL-000088;2018-12-03;20:28:15;CLI-01938;M;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;GG;Preto;1;29.90;0.10;2.99;29.90;26.91;9.80;9.80;17.11;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-000089;2018-12-03;14:55:14;CLI-00534;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Vinho;1;139.90;0.10;13.99;139.90;125.91;57.80;57.80;68.11;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-000090;2018-12-03;10:48:37;CLI-00549;F;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Azul Marinho;1;29.90;0.05;1.50;29.90;28.40;9.80;9.80;18.60;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;credito
CL-000091;2018-12-04;13:30:58;CLI-00839;F;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Preto;1;99.90;0.05;5.00;99.90;94.91;39.20;39.20;55.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-000092;2018-12-04;20:09:13;CLI-00484;F;45-54;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;GG;Grafite;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;pix
CL-000093;2018-12-05;19:44:18;CLI-02342;F;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Verde Oliva;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-000094;2018-12-05;21:26:07;CLI-00307;F;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;GG;Rosa;2;69.90;0.05;6.99;139.80;132.81;27.60;55.20;77.61;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-000095;2018-12-05;18:21:45;CLI-00898;F;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Grafite;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;debito
CL-000096;2018-12-06;20:38:53;CLI-01101;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Vinho;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;pix
CL-000097;2018-12-06;20:10:56;CLI-01265;F;35-44;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;P;Grafite;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;namorados;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-000098;2018-12-07;18:19:48;CLI-01725;M;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;GG;Grafite;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;black_friday;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-000099;2018-12-07;15:46:33;CLI-02778;F;45-54;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;M;Vinho;1;149.90;0.15;22.48;149.90;127.42;63.40;63.40;64.02;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-000100;2018-12-08;20:25:00;CLI-01092;F;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;PP;Azul Marinho;1;89.90;0.05;4.50;89.90;85.41;35.50;35.50;49.91;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-000101;2018-12-08;09:22:30;CLI-00395;F;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;M;Verde Oliva;1;89.90;0.10;8.99;89.90;80.91;35.50;35.50;45.41;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-000102;2018-12-08;19:34:38;CLI-00874;F;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Vinho;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-000103;2018-12-08;08:10:19;CLI-01386;F;45-54;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Vinho;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-000104;2018-12-10;13:21:20;CLI-00553;M;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;M;Verde Oliva;1;109.90;0.10;10.99;109.90;98.91;45.10;45.10;53.81;concluida;dia_das_maes;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;debito
CL-000105;2018-12-10;22:50:15;CLI-02690;M;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Rosa;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-000106;2018-12-10;08:20:12;CLI-01704;Nao informado;35-44;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;M;Vinho;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;dia_das_maes;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;debito
CL-000107;2018-12-10;11:31:55;CLI-00977;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Branco;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-000108;2018-12-10;13:14:52;CLI-01181;M;18-24;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;P;Grafite;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-000109;2018-12-11;12:39:02;CLI-00162;M;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;P;Vinho;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;debito
CL-000110;2018-12-13;11:35:45;CLI-02213;F;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;P;Grafite;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-000111;2018-12-13;17:48:11;CLI-00419;F;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Vinho;1;99.90;0.10;9.99;99.90;89.91;39.20;39.20;50.71;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;pix
CL-000112;2018-12-14;21:25:59;CLI-00119;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Rosa;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-000113;2018-12-14;14:38:02;CLI-01688;F;55+;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Grafite;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;dinheiro
CL-000114;2018-12-14;19:12:29;CLI-01081;M;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Branco;2;139.90;0.00;0.00;279.80;279.80;57.80;115.60;164.20;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-000115;2018-12-14;12:15:42;CLI-01171;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Rosa;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-000116;2018-12-15;11:09:40;CLI-00013;M;18-24;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;GG;Azul Marinho;1;109.90;0.10;10.99;109.90;98.91;45.10;45.10;53.81;devolvida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-000117;2018-12-15;08:55:15;CLI-01257;M;35-44;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;G;Azul Marinho;1;159.90;0.05;8.00;159.90;151.91;70.20;70.20;81.70;concluida;namorados;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;dinheiro
CL-000118;2018-12-15;15:25:05;CLI-01180;M;18-24;XFIT-REG-005;Regata Essential;Unissex;Regatas;GG;Azul Marinho;2;69.90;0.00;0.00;139.80;139.80;27.60;55.20;84.60;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;credito
CL-000119;2018-12-15;15:07:17;CLI-00307;F;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Rosa;1;89.90;0.15;13.49;89.90;76.42;35.50;35.50;40.92;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;credito
CL-000120;2018-12-17;16:27:17;CLI-02235;F;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;PP;Rosa;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;dinheiro
CL-000121;2018-12-17;13:45:39;CLI-02195;F;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Grafite;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-000122;2018-12-17;21:42:17;CLI-00520;Nao informado;35-44;XFIT-REG-005;Regata Essential;Unissex;Regatas;GG;Rosa;2;69.90;0.00;0.00;139.80;139.80;27.60;55.20;84.60;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;pix
CL-000123;2018-12-18;12:05:48;CLI-00035;F;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;GG;Verde Oliva;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-000124;2018-12-18;13:46:50;CLI-00863;F;25-34;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;G;Rosa;1;219.90;0.05;11.00;219.90;208.91;98.40;98.40;110.50;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-000125;2018-12-18;20:17:22;CLI-00885;F;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Vinho;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;namorados;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-000126;2018-12-18;20:56:19;CLI-01127;F;55+;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Azul Marinho;1;139.90;0.15;20.98;139.90;118.92;57.80;57.80;61.12;concluida;dia_das_maes;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-000127;2018-12-19;15:26:17;CLI-02048;M;45-54;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;GG;Rosa;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-000128;2018-12-19;18:30:40;CLI-02727;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Verde Oliva;1;139.90;0.15;20.98;139.90;118.92;57.80;57.80;61.12;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;credito
CL-000129;2018-12-19;14:32:24;CLI-00333;F;35-44;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;M;Vinho;1;89.90;0.10;8.99;89.90;80.91;35.50;35.50;45.41;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-000130;2018-12-19;18:52:16;CLI-00573;F;45-54;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;GG;Branco;1;159.90;0.00;0.00;159.90;159.90;70.20;70.20;89.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;pix
CL-000131;2018-12-19;15:20:53;CLI-00379;F;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;P;Branco;1;64.90;0.15;9.74;64.90;55.17;24.90;24.90;30.27;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;pix
CL-000132;2018-12-20;16:48:57;CLI-02372;M;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;PP;Verde Oliva;1;69.90;0.15;10.49;69.90;59.42;27.60;27.60;31.82;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;credito
CL-000133;2018-12-20;08:06:36;CLI-00170;M;35-44;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;PP;Azul Marinho;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;pix
CL-000134;2018-12-20;09:00:44;CLI-01980;F;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;G;Rosa;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;dinheiro
CL-000135;2018-12-21;09:13:07;CLI-01388;Nao informado;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Azul Marinho;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;credito
CL-000136;2018-12-21;20:29:35;CLI-01763;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;GG;Branco;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;pix
CL-000137;2018-12-21;16:57:22;CLI-02137;F;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Verde Oliva;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-000138;2018-12-21;10:46:36;CLI-02726;M;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;G;Grafite;1;109.90;0.15;16.48;109.90;93.42;45.10;45.10;48.32;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;credito
CL-000139;2018-12-21;15:26:05;CLI-00122;F;18-24;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;GG;Branco;1;219.90;0.15;32.98;219.90;186.92;98.40;98.40;88.52;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;dinheiro
CL-000140;2018-12-21;11:31:33;CLI-01788;M;18-24;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Branco;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-000141;2018-12-22;18:16:06;CLI-01543;F;55+;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;P;Rosa;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-000142;2018-12-22;18:01:29;CLI-02791;F;55+;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;P;Preto;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;dinheiro
CL-000143;2018-12-22;17:06:42;CLI-02513;M;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Rosa;2;99.90;0.00;0.00;199.80;199.80;39.20;78.40;121.40;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-000144;2018-12-22;15:29:58;CLI-01760;M;55+;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;G;Grafite;1;159.90;0.00;0.00;159.90;159.90;70.20;70.20;89.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-000145;2018-12-22;10:15:17;CLI-00444;F;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Branco;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-000146;2018-12-22;12:38:10;CLI-00291;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Rosa;1;139.90;0.20;27.98;139.90;111.92;57.80;57.80;54.12;concluida;dia_das_maes;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-000147;2018-12-24;15:02:03;CLI-01882;F;45-54;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Verde Oliva;1;79.90;0.15;11.99;79.90;67.92;31.70;31.70;36.22;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;debito
CL-000148;2018-12-24;13:58:18;CLI-00538;F;18-24;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;GG;Vinho;2;149.90;0.00;0.00;299.80;299.80;63.40;126.80;173.00;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;credito
CL-000149;2018-12-24;18:41:26;CLI-02421;M;55+;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;P;Grafite;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;devolvida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-000150;2018-12-24;18:37:48;CLI-00404;F;25-34;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;PP;Preto;1;189.90;0.05;9.50;189.90;180.41;82.30;82.30;98.11;concluida;namorados;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-000151;2018-12-25;18:25:29;CLI-01820;F;25-34;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;GG;Vinho;1;189.90;0.00;0.00;189.90;189.90;82.30;82.30;107.60;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;debito
