id_venda;data_venda;hora_venda;cliente_id;genero_cliente;faixa_etaria;produto_id;produto;genero_produto;categoria;tamanho;cor;quantidade;preco_unitario;desconto_pct;valor_desconto;valor_bruto;valor_liquido;custo_unitario;custo_total;margem_bruta;status_pedido;campanha;canal;loja_id;loja_nome;cidade;uf;vendedor_id;forma_pagamento
BQ-000081;2018-12-04;09:44:41;CLI-02377;Nao informado;45-54;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;P;Grafite;1;79.90;0.05;4.00;79.90;75.91;31.70;31.70;44.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-000082;2018-12-06;11:36:24;CLI-00410;M;18-24;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;GG;Verde Oliva;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-000083;2018-12-06;17:28:31;CLI-02335;F;35-44;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Verde Oliva;1;89.90;0.15;13.49;89.90;76.42;35.50;35.50;40.92;concluida;volta_treino;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;dinheiro
BQ-000084;2018-12-06;13:52:52;CLI-01863;F;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Vinho;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-000085;2018-12-07;19:15:25;CLI-01204;Nao informado;18-24;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;G;Verde Oliva;1;159.90;0.10;15.99;159.90;143.91;70.20;70.20;73.71;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-000086;2018-12-07;21:18:57;CLI-01135;F;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;P;Preto;1;149.90;0.10;14.99;149.90;134.91;63.40;63.40;71.51;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-000087;2018-12-07;22:32:08;CLI-00020;M;35-44;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;P;Branco;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;credito
BQ-000088;2018-12-08;12:00:08;CLI-01372;F;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;M;Grafite;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-000089;2018-12-10;09:35:46;CLI-00281;M;55+;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;PP;Azul Marinho;1;89.90;0.05;4.50;89.90;85.41;35.50;35.50;49.91;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;credito
BQ-000090;2018-12-10;12:05:44;CLI-01788;F;45-54;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;GG;Preto;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;debito
BQ-000091;2018-12-10;21:56:25;CLI-00389;F;18-24;XFIT-REG-005;Regata Essential;Unissex;Regatas;GG;Grafite;2;69.90;0.05;6.99;139.80;132.81;27.60;55.20;77.61;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;credito
BQ-000092;2018-12-11;21:51:16;CLI-00261;M;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Rosa;2;99.90;0.10;19.98;199.80;179.82;39.20;78.40;101.42;concluida;volta_treino;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-000093;2018-12-11;15:37:42;CLI-01295;F;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Grafite;1;139.90;0.15;20.98;139.90;118.92;57.80;57.80;61.12;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-000094;2018-12-11;08:40:35;CLI-01579;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Azul Marinho;1;99.90;0.15;14.98;99.90;84.92;39.20;39.20;45.72;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;dinheiro
BQ-000095;2018-12-11;16:38:07;CLI-02467;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;P;Verde Oliva;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
BQ-000096;2018-12-11;14:28:42;CLI-02679;M;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;P;Preto;1;69.90;0.00;0.00;69.90;69.90;27.60;27.60;42.30;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;credito
BQ-000097;2018-12-12;13:05:51;CLI-00055;F;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;P;Rosa;2;149.90;0.10;29.98;299.80;269.82;63.40;126.80;143.02;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;dinheiro
BQ-000098;2018-12-12;20:26:59;CLI-01133;F;18-24;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Grafite;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-000099;2018-12-12;19:10:18;CLI-01570;M;45-54;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Vinho;1;29.90;0.05;1.50;29.90;28.40;9.80;9.80;18.60;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;pix
BQ-000100;2018-12-14;19:55:56;CLI-00676;F;35-44;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Vinho;1;79.90;0.10;7.99;79.90;71.91;31.70;31.70;40.21;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-000101;2018-12-14;12:39:32;CLI-00347;F;35-44;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;GG;Grafite;2;189.90;0.20;75.96;379.80;303.84;82.30;164.60;139.24;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;pix
BQ-000102;2018-12-14;22:23:30;CLI-01289;M;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;P;Grafite;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;credito
BQ-000103;2018-12-14;14:05:46;CLI-01746;F;45-54;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;PP;Rosa;2;29.90;0.10;5.98;59.80;53.82;9.80;19.60;34.22;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-000104;2018-12-15;13:36:18;CLI-02396;M;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;M;Verde Oliva;1;64.90;0.05;3.25;64.90;61.66;24.90;24.90;36.76;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;debito
BQ-000105;2018-12-15;20:46:21;CLI-01867;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Branco;2;79.90;0.15;23.97;159.80;135.83;31.70;63.40;72.43;concluida;volta_treino;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-000106;2018-12-15;18:22:10;CLI-00834;M;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;G;Rosa;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;pix
BQ-000107;2018-12-17;10:20:37;CLI-00902;M;35-44;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Verde Oliva;1;89.90;0.05;4.50;89.90;85.41;35.50;35.50;49.91;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-000108;2018-12-17;18:43:55;CLI-00259;F;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Preto;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;dinheiro
BQ-000109;2018-12-17;12:02:41;CLI-02610;F;35-44;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;M;Branco;1;64.90;0.15;9.74;64.90;55.17;24.90;24.90;30.27;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-000110;2018-12-18;22:51:33;CLI-02455;M;18-24;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Rosa;2;139.90;0.00;0.00;279.80;279.80;57.80;115.60;164.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-000111;2018-12-18;13:21:13;CLI-02145;M;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;G;Azul Marinho;1;89.90;0.10;8.99;89.90;80.91;35.50;35.50;45.41;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;debito
BQ-000112;2018-12-18;09:34:18;CLI-01186;F;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;P;Rosa;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;debito
BQ-000113;2018-12-18;10:45:23;CLI-02060;F;35-44;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;PP;Verde Oliva;1;109.90;0.20;21.98;109.90;87.92;45.10;45.10;42.82;concluida;volta_treino;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;pix
BQ-000114;2018-12-18;12:46:38;CLI-00726;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;P;Preto;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;pix
BQ-000115;2018-12-18;22:01:26;CLI-00007;M;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;M;Azul Marinho;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-000116;2018-12-19;18:41:45;CLI-01925;F;55+;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;PP;Preto;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-000117;2018-12-19;17:30:28;CLI-00829;M;55+;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Rosa;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;pix
BQ-000118;2018-12-19;11:34:08;CLI-02388;F;18-24;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;M;Branco;1;149.90;0.05;7.50;149.90;142.41;63.40;63.40;79.00;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-000119;2018-12-20;14:39:42;CLI-00836;M;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Rosa;2;139.90;0.00;0.00;279.80;279.80;57.80;115.60;164.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-000120;2018-12-20;13:01:50;CLI-02339;F;35-44;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;P;Vinho;1;109.90;0.15;16.48;109.90;93.42;45.10;45.10;48.32;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-000121;2018-12-20;11:30:49;CLI-02322;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Grafite;1;139.90;0.00;0.00;139.90;0.00;57.80;57.80;0.00;cancelada;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-000122;2018-12-21;14:46:35;CLI-02352;F;35-44;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;GG;Branco;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;pix
BQ-000123;2018-12-22;11:56:17;CLI-00187;F;18-24;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;P;Azul Marinho;1;159.90;0.05;8.00;159.90;151.91;70.20;70.20;81.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;credito
BQ-000124;2018-12-22;16:13:07;CLI-01849;F;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;GG;Vinho;1;29.90;0.05;1.50;29.90;28.40;9.80;9.80;18.60;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;debito
BQ-000125;2018-12-22;17:32:30;CLI-00377;M;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;GG;Vinho;1;89.90;0.10;8.99;89.90;80.91;35.50;35.50;45.41;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-000126;2018-12-24;21:40:16;CLI-00815;M;18-24;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;P;Branco;1;29.90;0.05;1.50;29.90;28.40;9.80;9.80;18.60;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-000127;2018-12-25;08:11:41;CLI-00872;F;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Branco;1;89.90;0.05;4.50;89.90;85.41;35.50;35.50;49.91;concluida;verao_fit;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;dinheiro
BQ-000128;2018-12-25;20:35:26;CLI-01608;M;35-44;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;P;Verde Oliva;1;159.90;0.05;8.00;159.90;151.91;70.20;70.20;81.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-000129;2018-12-25;09:09:11;CLI-02104;F;35-44;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Grafite;2;79.90;0.00;0.00;159.80;159.80;31.70;63.40;96.40;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-000130;2018-12-26;08:59:18;CLI-01041;F;55+;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;GG;Preto;1;64.90;0.10;6.49;64.90;58.41;24.90;24.90;33.51;concluida;verao_fit;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;dinheiro
BQ-000131;2018-12-27;10:26:08;CLI-02644;F;25-34;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;M;Verde Oliva;1;159.90;0.00;0.00;159.90;159.90;70.20;70.20;89.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;credito
BQ-000132;2018-12-27;16:51:22;CLI-01021;F;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;PP;Preto;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-000133;2018-12-27;10:43:38;CLI-02797;M;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Verde Oliva;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;devolvida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-000134;2018-12-28;18:08:39;CLI-00063;F;55+;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Azul Marinho;1;139.90;0.15;20.98;139.90;118.92;57.80;57.80;61.12;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-000135;2018-12-28;15:21:41;CLI-00932;F;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;G;Vinho;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-000136;2018-12-28;19:24:05;CLI-01393;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;P;Verde Oliva;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;debito
BQ-000137;2018-12-28;17:42:39;CLI-01142;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;P;Verde Oliva;3;139.90;0.00;0.00;419.70;419.70;57.80;173.40;246.30;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-000138;2018-12-29;19:27:56;CLI-00408;F;35-44;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;PP;Vinho;1;149.90;0.10;14.99;149.90;134.91;63.40;63.40;71.51;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;pix
BQ-000139;2018-12-29;14:59:22;CLI-01499;F;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Azul Marinho;1;139.90;0.15;20.98;139.90;118.92;57.80;57.80;61.12;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-000140;2018-12-29;17:16:08;CLI-01675;M;35-44;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;P;Preto;2;159.90;0.15;47.97;319.80;271.83;70.20;140.40;131.43;concluida;verao_fit;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;dinheiro
BQ-000141;2018-12-29;10:39:57;CLI-02109;F;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Vinho;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;pix
BQ-000142;2018-12-31;15:27:09;CLI-00679;M;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Preto;1;99.90;0.05;5.00;99.90;94.91;39.20;39.20;55.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-000143;2018-12-31;17:48:34;CLI-00734;M;35-44;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;P;Grafite;1;189.90;0.05;9.50;189.90;180.41;82.30;82.30;98.11;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-000144;2018-12-31;21:34:02;CLI-01315;F;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Verde Oliva;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-000145;2019-01-01;13:12:32;CLI-02134;F;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;M;Vinho;1;69.90;0.00;0.00;69.90;69.90;27.60;27.60;42.30;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;pix
BQ-000146;2019-01-01;15:01:09;CLI-01339;F;18-24;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Preto;2;139.90;0.15;41.97;279.80;237.83;57.80;115.60;122.23;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-000147;2019-01-01;13:33:00;CLI-02187;F;35-44;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;G;Branco;3;219.90;0.00;0.00;659.70;659.70;98.40;295.20;364.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-000148;2019-01-02;09:30:01;CLI-00950;F;45-54;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;PP;Branco;1;219.90;0.10;21.99;219.90;197.91;98.40;98.40;99.51;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;dinheiro
BQ-000149;2019-01-03;11:18:11;CLI-01000;M;55+;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;P;Vinho;2;79.90;0.00;0.00;159.80;159.80;31.70;63.40;96.40;concluida;volta_treino;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;debito
BQ-000150;2019-01-03;12:31:25;CLI-00348;F;35-44;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;PP;Branco;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
BQ-000151;2019-01-03;10:28:34;CLI-01751;F;45-54;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;P;Azul Marinho;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;verao_fit;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-000152;2019-01-04;14:12:54;CLI-02326;F;18-24;XFIT-REG-005;Regata Essential;Unissex;Regatas;M;Vinho;2;69.90;0.15;20.97;139.80;118.83;27.60;55.20;63.63;concluida;volta_treino;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-000153;2019-01-04;13:54:34;CLI-00020;F;18-24;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;G;Preto;1;109.90;0.00;0.00;109.90;0.00;45.10;45.10;0.00;cancelada;volta_treino;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;pix
BQ-000154;2019-01-04;12:13:53;CLI-01591;F;18-24;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;M;Azul Marinho;1;189.90;0.05;9.50;189.90;180.41;82.30;82.30;98.11;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-000155;2019-01-04;17:36:31;CLI-00249;M;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Branco;1;139.90;0.10;13.99;139.90;125.91;57.80;57.80;68.11;concluida;verao_fit;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-000156;2019-01-04;18:20:50;CLI-01652;F;35-44;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;PP;Preto;2;79.90;0.05;7.99;159.80;151.81;31.70;63.40;88.41;devolvida;volta_treino;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-000157;2019-01-05;12:50:02;CLI-00010;F;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;M;Rosa;1;69.90;0.20;13.98;69.90;55.92;27.60;27.60;28.32;concluida;verao_fit;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;debito
BQ-000158;2019-01-07;17:14:47;CLI-00601;F;45-54;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Vinho;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;verao_fit;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;debito
BQ-000159;2019-01-07;15:17:14;CLI-01410;M;55+;XFIT-REG-005;Regata Essential;Unissex;Regatas;G;Grafite;1;69.90;0.15;10.49;69.90;59.42;27.60;27.60;31.82;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-000160;2019-01-07;08:28:49;CLI-02799;M;18-24;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Preto;1;29.90;0.10;2.99;29.90;26.91;9.80;9.80;17.11;concluida;verao_fit;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-000161;2019-01-07;13:12:57;CLI-01857;F;35-44;XFIT-REG-005;Regata Essential;Unissex;Regatas;G;Preto;1;69.90;0.15;10.49;69.90;59.42;27.60;27.60;31.82;concluida;verao_fit;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
